state,district,agro_climatic_zone,crop,crop_type,season,soil_n,soil_p,soil_k,soil_ph,avg_temperature,avg_rainfall,humidity,area_hectare,yield_ton_per_hectare
Odisha,Odisha District 5,Eastern Plateau & Hills,Sugarcane,Agriculture,Rabi,74,50,82,5.78,23.8,1939.9,62.9,3.32,3.1
Odisha,Odisha District 4,Eastern Plateau & Hills,Sugarcane,Agriculture,Rabi,40,48,58,7.41,22.4,1117.3,84.6,3.59,5.29
Odisha,Odisha District 5,Eastern Plateau & Hills,Sugarcane,Agriculture,Kharif,79,53,89,7.17,28.3,448.0,41.6,3.29,2.82
Odisha,Odisha District 4,Eastern Plateau & Hills,Sugarcane,Agriculture,Kharif,75,26,61,6.65,22.0,1366.4,53.6,4.86,4.66
Odisha,Odisha District 2,Eastern Plateau & Hills,Cotton,Agriculture,Zaid,71,25,53,6.16,23.8,998.2,72.4,2.8,5.75
Odisha,Odisha District 5,Eastern Plateau & Hills,Cotton,Agriculture,Kharif,69,32,63,6.9,18.1,440.5,45.7,1.33,3.8
Odisha,Odisha District 1,Eastern Plateau & Hills,Cotton,Agriculture,Kharif,49,56,78,6.68,18.5,1472.7,61.7,1.06,2.46
Odisha,Odisha District 3,Eastern Plateau & Hills,Cotton,Agriculture,Zaid,85,49,36,6.1,32.2,1632.7,77.1,3.76,5.25
Odisha,Odisha District 3,Eastern Plateau & Hills,Cotton,Agriculture,Kharif,68,42,47,7.79,20.3,1441.6,40.2,4.66,2.01
Odisha,Odisha District 3,Eastern Plateau & Hills,Tomato,Horticulture,Zaid,86,50,60,6.04,27.9,1053.0,41.5,1.94,5.15
Odisha,Odisha District 2,Eastern Plateau & Hills,Tomato,Horticulture,Rabi,45,44,44,6.5,21.1,972.3,47.9,4.32,2.84
Odisha,Odisha District 4,Eastern Plateau & Hills,Tomato,Horticulture,Kharif,102,27,43,7.86,27.0,852.6,47.1,2.02,1.59
Odisha,Odisha District 2,Eastern Plateau & Hills,Tomato,Horticulture,Zaid,87,33,59,7.22,19.9,551.2,59.3,1.38,1.63
Odisha,Odisha District 2,Eastern Plateau & Hills,Tomato,Horticulture,Rabi,100,51,41,6.61,27.7,1196.0,41.7,3.27,5.23
Odisha,Odisha District 3,Eastern Plateau & Hills,Potato,Horticulture,Kharif,53,25,54,5.81,34.7,969.3,50.2,1.27,4.5
Odisha,Odisha District 2,Eastern Plateau & Hills,Potato,Horticulture,Rabi,91,59,37,7.73,24.6,832.7,60.8,2.26,5.39
Odisha,Odisha District 5,Eastern Plateau & Hills,Potato,Horticulture,Zaid,90,41,34,7.83,22.2,1280.8,52.4,4.21,1.52
Odisha,Odisha District 5,Eastern Plateau & Hills,Potato,Horticulture,Kharif,107,53,71,6.9,21.6,879.5,75.3,1.36,4.37
Odisha,Odisha District 3,Eastern Plateau & Hills,Potato,Horticulture,Rabi,92,44,54,7.15,28.1,1551.7,65.7,0.8,2.02
Odisha,Odisha District 5,Eastern Plateau & Hills,Onion,Horticulture,Zaid,104,49,58,6.57,27.4,858.9,72.4,3.4,3.0
Odisha,Odisha District 3,Eastern Plateau & Hills,Onion,Horticulture,Kharif,119,29,40,7.03,24.3,1493.3,77.6,3.6,3.81
Odisha,Odisha District 3,Eastern Plateau & Hills,Onion,Horticulture,Kharif,68,23,52,7.06,19.6,1918.0,75.6,2.18,4.03
Odisha,Odisha District 5,Eastern Plateau & Hills,Onion,Horticulture,Rabi,118,31,78,6.59,28.7,879.0,53.6,3.1,3.74
Odisha,Odisha District 1,Eastern Plateau & Hills,Onion,Horticulture,Rabi,117,36,86,7.15,33.5,453.2,74.7,3.28,4.19
Odisha,Odisha District 3,Eastern Plateau & Hills,Banana,Horticulture,Zaid,49,38,80,5.78,27.1,472.2,79.3,2.78,5.14
Odisha,Odisha District 5,Eastern Plateau & Hills,Banana,Horticulture,Zaid,89,45,55,6.41,32.2,1072.3,72.4,0.98,5.31
Odisha,Odisha District 5,Eastern Plateau & Hills,Banana,Horticulture,Rabi,104,51,59,6.29,34.6,736.6,60.5,0.64,3.29
Odisha,Odisha District 4,Eastern Plateau & Hills,Banana,Horticulture,Rabi,73,27,39,6.27,19.9,1727.6,84.9,1.82,3.11
Odisha,Odisha District 3,Eastern Plateau & Hills,Banana,Horticulture,Zaid,54,43,57,7.34,21.0,1702.0,52.4,4.69,3.14
Odisha,Odisha District 2,Eastern Plateau & Hills,Mango,Horticulture,Kharif,68,56,72,6.79,24.3,1559.3,75.3,3.93,4.75
Odisha,Odisha District 1,Eastern Plateau & Hills,Mango,Horticulture,Kharif,84,54,30,6.6,30.5,1362.5,78.4,4.11,1.69
Odisha,Odisha District 4,Eastern Plateau & Hills,Mango,Horticulture,Rabi,60,29,53,7.68,20.0,1066.9,81.0,4.16,3.84
Odisha,Odisha District 2,Eastern Plateau & Hills,Mango,Horticulture,Rabi,67,50,64,5.81,21.2,896.6,81.9,4.1,3.45
Odisha,Odisha District 1,Eastern Plateau & Hills,Mango,Horticulture,Kharif,99,48,41,6.85,25.8,854.0,61.4,3.21,5.94
Punjab,Punjab District 4,Trans-Gangetic Plains,Rice,Agriculture,Zaid,41,49,59,7.14,33.2,968.0,83.3,2.37,4.2
Punjab,Punjab District 4,Trans-Gangetic Plains,Rice,Agriculture,Kharif,56,23,34,7.22,29.5,728.9,66.4,4.08,3.64
Punjab,Punjab District 5,Trans-Gangetic Plains,Rice,Agriculture,Zaid,57,59,89,6.83,28.1,353.3,47.7,3.35,3.39
Punjab,Punjab District 1,Trans-Gangetic Plains,Rice,Agriculture,Kharif,41,21,68,6.86,26.5,529.1,62.3,1.26,2.07
Punjab,Punjab District 2,Trans-Gangetic Plains,Rice,Agriculture,Zaid,44,44,78,6.1,27.5,484.0,82.0,2.0,2.49
Punjab,Punjab District 3,Trans-Gangetic Plains,Wheat,Agriculture,Kharif,81,36,88,5.93,22.6,785.6,52.2,4.35,1.64
Punjab,Punjab District 3,Trans-Gangetic Plains,Wheat,Agriculture,Kharif,59,22,66,6.08,31.6,1257.3,40.3,2.43,3.34
Punjab,Punjab District 2,Trans-Gangetic Plains,Wheat,Agriculture,Kharif,95,53,38,7.3,30.4,300.1,82.9,4.16,5.57
Punjab,Punjab District 4,Trans-Gangetic Plains,Wheat,Agriculture,Zaid,91,29,57,6.7,21.5,1708.4,64.2,1.19,3.78
Punjab,Punjab District 2,Trans-Gangetic Plains,Wheat,Agriculture,Zaid,54,26,65,7.0,26.1,1885.8,43.4,2.76,4.59
Punjab,Punjab District 3,Trans-Gangetic Plains,Maize,Agriculture,Zaid,115,24,39,7.85,19.1,984.0,41.1,1.98,3.92
Punjab,Punjab District 3,Trans-Gangetic Plains,Maize,Agriculture,Rabi,79,54,33,6.83,22.5,1829.1,81.7,2.31,5.51
Punjab,Punjab District 4,Trans-Gangetic Plains,Maize,Agriculture,Zaid,80,44,71,5.75,30.9,680.0,42.5,4.09,2.19
Punjab,Punjab District 4,Trans-Gangetic Plains,Maize,Agriculture,Zaid,66,40,73,6.34,29.8,1487.7,71.7,2.72,5.62
Punjab,Punjab District 4,Trans-Gangetic Plains,Maize,Agriculture,Kharif,76,40,43,6.27,18.7,1377.0,51.2,1.87,4.97
Punjab,Punjab District 3,Trans-Gangetic Plains,Sugarcane,Agriculture,Rabi,77,38,56,7.44,20.2,1071.4,62.8,3.59,4.35
Punjab,Punjab District 1,Trans-Gangetic Plains,Sugarcane,Agriculture,Zaid,50,24,34,5.87,22.9,826.6,63.5,3.49,3.21
Punjab,Punjab District 5,Trans-Gangetic Plains,Sugarcane,Agriculture,Kharif,43,55,77,6.85,18.4,435.6,58.8,4.74,4.75
Punjab,Punjab District 1,Trans-Gangetic Plains,Sugarcane,Agriculture,Rabi,75,48,43,7.02,25.9,1365.0,75.8,4.86,3.6
Punjab,Punjab District 1,Trans-Gangetic Plains,Sugarcane,Agriculture,Kharif,119,34,83,7.76,32.9,1662.4,82.5,0.94,2.69
Punjab,Punjab District 5,Trans-Gangetic Plains,Cotton,Agriculture,Zaid,111,56,61,7.41,26.4,1797.1,57.9,1.71,3.06
Punjab,Punjab District 3,Trans-Gangetic Plains,Cotton,Agriculture,Kharif,64,43,82,6.73,31.4,1910.8,56.0,1.62,4.27
Punjab,Punjab District 2,Trans-Gangetic Plains,Cotton,Agriculture,Kharif,42,46,83,7.86,30.8,653.6,55.2,4.14,4.63
Punjab,Punjab District 1,Trans-Gangetic Plains,Cotton,Agriculture,Zaid,68,56,34,7.31,21.0,1303.4,71.3,2.05,4.62
Punjab,Punjab District 3,Trans-Gangetic Plains,Cotton,Agriculture,Kharif,48,22,55,6.13,28.3,1795.7,54.6,2.28,3.33
Punjab,Punjab District 3,Trans-Gangetic Plains,Tomato,Horticulture,Rabi,94,20,55,5.7,31.4,1720.3,47.3,4.34,4.59
Punjab,Punjab District 3,Trans-Gangetic Plains,Tomato,Horticulture,Zaid,64,57,50,5.98,22.8,1158.8,63.9,4.13,5.06
Punjab,Punjab District 4,Trans-Gangetic Plains,Tomato,Horticulture,Zaid,79,59,42,7.44,26.4,1259.0,69.4,4.65,1.76
Punjab,Punjab District 1,Trans-Gangetic Plains,Tomato,Horticulture,Zaid,66,28,84,7.29,28.4,380.0,79.6,4.16,4.49
Punjab,Punjab District 2,Trans-Gangetic Plains,Tomato,Horticulture,Zaid,92,56,60,6.09,30.4,942.7,40.4,0.54,3.57
Punjab,Punjab District 3,Trans-Gangetic Plains,Potato,Horticulture,Rabi,42,46,32,6.9,23.1,584.1,58.3,1.55,3.91
Punjab,Punjab District 5,Trans-Gangetic Plains,Potato,Horticulture,Zaid,115,44,83,7.18,30.8,487.7,61.1,0.82,4.19
Punjab,Punjab District 5,Trans-Gangetic Plains,Potato,Horticulture,Zaid,44,26,63,6.96,24.8,1913.4,75.0,1.78,5.3
Punjab,Punjab District 2,Trans-Gangetic Plains,Potato,Horticulture,Rabi,44,37,89,5.97,29.9,794.1,53.4,1.83,4.77
Punjab,Punjab District 4,Trans-Gangetic Plains,Potato,Horticulture,Rabi,93,25,63,7.29,19.2,1952.7,40.6,3.21,4.03
Punjab,Punjab District 2,Trans-Gangetic Plains,Onion,Horticulture,Kharif,53,55,37,7.07,20.5,621.2,78.7,1.65,3.21
Punjab,Punjab District 5,Trans-Gangetic Plains,Onion,Horticulture,Zaid,72,50,79,7.21,18.3,1550.6,61.9,4.16,5.8
Punjab,Punjab District 3,Trans-Gangetic Plains,Onion,Horticulture,Kharif,43,24,74,6.4,25.9,1472.8,79.8,1.43,5.63
Punjab,Punjab District 5,Trans-Gangetic Plains,Onion,Horticulture,Zaid,90,20,38,6.43,29.7,1440.7,47.2,0.54,4.89
Punjab,Punjab District 1,Trans-Gangetic Plains,Onion,Horticulture,Rabi,110,35,82,6.41,26.5,373.8,55.7,1.31,4.41
Punjab,Punjab District 5,Trans-Gangetic Plains,Banana,Horticulture,Kharif,78,57,31,5.69,25.9,1346.5,44.3,4.78,5.91
Punjab,Punjab District 1,Trans-Gangetic Plains,Banana,Horticulture,Kharif,77,34,36,5.56,18.7,1298.8,42.8,4.81,2.14
Punjab,Punjab District 2,Trans-Gangetic Plains,Banana,Horticulture,Zaid,100,30,49,6.67,30.2,1200.0,57.8,1.95,4.25
Punjab,Punjab District 3,Trans-Gangetic Plains,Banana,Horticulture,Rabi,92,45,57,6.66,34.6,593.1,56.1,3.78,5.84
Punjab,Punjab District 4,Trans-Gangetic Plains,Banana,Horticulture,Kharif,68,54,40,6.55,25.5,1378.2,74.9,0.65,4.17
Punjab,Punjab District 3,Trans-Gangetic Plains,Mango,Horticulture,Zaid,83,37,89,5.77,20.5,356.8,61.2,4.8,2.02
Punjab,Punjab District 3,Trans-Gangetic Plains,Mango,Horticulture,Zaid,57,49,31,6.12,28.9,767.7,62.8,4.04,5.47
Punjab,Punjab District 4,Trans-Gangetic Plains,Mango,Horticulture,Kharif,70,31,50,7.15,30.1,318.2,59.8,4.29,3.7
Punjab,Punjab District 2,Trans-Gangetic Plains,Mango,Horticulture,Kharif,50,21,30,5.63,24.5,873.3,72.3,3.84,1.73
Punjab,Punjab District 2,Trans-Gangetic Plains,Mango,Horticulture,Rabi,119,25,32,5.86,20.3,1904.4,76.2,1.31,3.33
Rajasthan,Rajasthan District 5,Western Dry Region,Rice,Agriculture,Rabi,105,59,35,7.35,24.7,747.0,56.9,2.74,3.04
Rajasthan,Rajasthan District 3,Western Dry Region,Rice,Agriculture,Kharif,115,28,33,7.43,20.9,374.6,69.4,3.98,5.16
Rajasthan,Rajasthan District 3,Western Dry Region,Rice,Agriculture,Rabi,78,27,78,6.67,24.9,1064.1,83.7,4.33,4.68
Rajasthan,Rajasthan District 2,Western Dry Region,Rice,Agriculture,Kharif,63,58,89,6.61,19.2,962.4,73.4,2.24,2.99
Rajasthan,Rajasthan District 1,Western Dry Region,Rice,Agriculture,Zaid,107,59,48,7.61,29.7,801.3,81.1,1.74,5.1
Rajasthan,Rajasthan District 5,Western Dry Region,Wheat,Agriculture,Rabi,79,54,53,5.98,29.4,458.9,62.9,1.23,3.37
Rajasthan,Rajasthan District 3,Western Dry Region,Wheat,Agriculture,Kharif,68,26,58,6.0,22.9,575.2,51.2,1.51,3.84
Rajasthan,Rajasthan District 2,Western Dry Region,Wheat,Agriculture,Zaid,92,58,87,7.83,22.6,980.6,79.2,2.12,4.2
Rajasthan,Rajasthan District 1,Western Dry Region,Wheat,Agriculture,Rabi,81,46,62,7.27,31.3,1074.0,71.4,2.25,2.22
Rajasthan,Rajasthan District 5,Western Dry Region,Wheat,Agriculture,Rabi,86,49,56,6.77,23.6,1164.1,41.1,1.91,5.19
Rajasthan,Rajasthan District 5,Western Dry Region,Maize,Agriculture,Zaid,117,22,30,7.59,34.4,1045.7,57.7,4.31,3.42
Rajasthan,Rajasthan District 3,Western Dry Region,Maize,Agriculture,Zaid,79,23,65,5.79,24.8,651.5,49.0,2.78,4.52
Rajasthan,Rajasthan District 3,Western Dry Region,Maize,Agriculture,Kharif,53,41,45,5.51,25.7,899.1,65.0,1.35,5.37
Rajasthan,Rajasthan District 2,Western Dry Region,Maize,Agriculture,Kharif,89,56,35,6.04,22.6,588.5,72.3,3.97,3.58
Rajasthan,Rajasthan District 2,Western Dry Region,Maize,Agriculture,Kharif,111,24,87,6.34,27.4,1278.0,45.9,2.56,2.71
Rajasthan,Rajasthan District 4,Western Dry Region,Sugarcane,Agriculture,Rabi,45,38,47,7.32,26.7,1357.3,57.8,3.96,3.41
Rajasthan,Rajasthan District 4,Western Dry Region,Sugarcane,Agriculture,Zaid,119,33,42,7.83,32.3,1400.7,55.4,4.01,4.09
Rajasthan,Rajasthan District 4,Western Dry Region,Sugarcane,Agriculture,Zaid,113,20,46,5.99,27.8,1872.9,46.6,4.87,5.76
Rajasthan,Rajasthan District 2,Western Dry Region,Sugarcane,Agriculture,Zaid,50,27,84,5.61,30.8,754.0,61.5,4.2,2.72
Rajasthan,Rajasthan District 5,Western Dry Region,Sugarcane,Agriculture,Zaid,58,26,60,6.79,22.4,359.3,58.5,0.98,5.58
Rajasthan,Rajasthan District 1,Western Dry Region,Cotton,Agriculture,Rabi,59,47,79,7.42,19.5,659.0,62.6,0.59,2.64
Rajasthan,Rajasthan District 5,Western Dry Region,Cotton,Agriculture,Rabi,71,28,59,7.28,32.8,1887.9,54.7,1.11,2.57
Rajasthan,Rajasthan District 1,Western Dry Region,Cotton,Agriculture,Rabi,63,23,79,7.19,27.5,1642.4,73.2,3.31,5.94
Rajasthan,Rajasthan District 3,Western Dry Region,Cotton,Agriculture,Kharif,75,33,47,6.13,31.2,1927.1,71.4,3.18,3.57
Rajasthan,Rajasthan District 4,Western Dry Region,Cotton,Agriculture,Rabi,118,51,58,7.38,29.5,637.3,62.2,4.06,3.64
Rajasthan,Rajasthan District 4,Western Dry Region,Tomato,Horticulture,Kharif,55,20,77,5.53,22.2,1522.0,67.2,4.62,1.73
Rajasthan,Rajasthan District 5,Western Dry Region,Tomato,Horticulture,Kharif,55,41,61,7.99,31.4,994.9,77.1,3.56,5.05
Rajasthan,Rajasthan District 5,Western Dry Region,Tomato,Horticulture,Kharif,94,47,36,7.76,27.0,1551.0,77.7,4.77,5.41
Rajasthan,Rajasthan District 2,Western Dry Region,Tomato,Horticulture,Zaid,109,56,66,6.42,27.5,1431.4,84.0,3.78,4.4
Rajasthan,Rajasthan District 5,Western Dry Region,Tomato,Horticulture,Zaid,116,32,69,7.42,21.5,1510.7,66.1,1.27,2.68
Rajasthan,Rajasthan District 1,Western Dry Region,Potato,Horticulture,Rabi,114,52,53,6.89,25.2,1261.8,56.4,4.71,1.75
Rajasthan,Rajasthan District 5,Western Dry Region,Potato,Horticulture,Rabi,70,58,77,6.24,30.2,443.3,76.5,3.74,4.78
Rajasthan,Rajasthan District 5,Western Dry Region,Potato,Horticulture,Rabi,48,45,57,7.66,30.6,1004.3,61.3,2.35,5.68
Rajasthan,Rajasthan District 3,Western Dry Region,Potato,Horticulture,Rabi,96,35,49,6.43,18.3,517.0,73.9,2.62,2.17
Rajasthan,Rajasthan District 4,Western Dry Region,Potato,Horticulture,Kharif,54,51,42,7.67,28.3,1344.0,63.9,0.91,3.5
Rajasthan,Rajasthan District 1,Western Dry Region,Onion,Horticulture,Kharif,87,50,65,7.56,19.8,686.7,40.1,1.87,1.99
Rajasthan,Rajasthan District 1,Western Dry Region,Onion,Horticulture,Kharif,119,58,77,7.37,34.0,391.6,40.5,3.48,2.8
Rajasthan,Rajasthan District 5,Western Dry Region,Onion,Horticulture,Rabi,73,47,79,6.6,26.7,1443.6,57.4,1.63,2.25
Rajasthan,Rajasthan District 4,Western Dry Region,Onion,Horticulture,Zaid,113,42,66,7.48,34.6,1637.3,74.6,4.36,1.5
Rajasthan,Rajasthan District 4,Western Dry Region,Onion,Horticulture,Kharif,105,24,79,5.67,34.6,1926.9,42.7,2.49,2.34
Rajasthan,Rajasthan District 3,Western Dry Region,Banana,Horticulture,Rabi,70,42,48,6.38,28.3,830.4,80.9,4.42,4.01
Rajasthan,Rajasthan District 1,Western Dry Region,Banana,Horticulture,Zaid,56,48,35,5.81,32.6,1825.8,82.6,2.29,2.48
Rajasthan,Rajasthan District 4,Western Dry Region,Banana,Horticulture,Rabi,76,33,56,6.69,32.7,354.6,69.0,3.93,4.92
Rajasthan,Rajasthan District 3,Western Dry Region,Banana,Horticulture,Rabi,43,36,37,6.72,18.5,1361.8,58.8,3.02,3.43
Rajasthan,Rajasthan District 2,Western Dry Region,Banana,Horticulture,Rabi,47,58,37,6.98,18.2,358.3,71.6,1.76,4.11
Rajasthan,Rajasthan District 1,Western Dry Region,Mango,Horticulture,Kharif,66,21,74,7.84,34.3,653.8,54.0,3.96,5.4
Rajasthan,Rajasthan District 5,Western Dry Region,Mango,Horticulture,Kharif,104,22,75,6.9,31.0,1352.9,50.4,0.5,4.91
Rajasthan,Rajasthan District 4,Western Dry Region,Mango,Horticulture,Kharif,119,32,49,7.25,25.9,1170.5,46.2,2.03,2.34
Rajasthan,Rajasthan District 2,Western Dry Region,Mango,Horticulture,Zaid,56,24,54,7.32,20.1,1334.5,71.6,2.54,2.59
Rajasthan,Rajasthan District 4,Western Dry Region,Mango,Horticulture,Kharif,59,21,64,7.74,33.9,1672.5,68.6,1.87,5.92
Sikkim,Sikkim District 4,Eastern Himalayas,Rice,Agriculture,Rabi,66,26,32,6.15,33.5,336.0,55.7,3.74,4.95
Sikkim,Sikkim District 1,Eastern Himalayas,Rice,Agriculture,Rabi,59,36,45,6.05,20.7,932.4,78.1,4.23,3.22
Sikkim,Sikkim District 2,Eastern Himalayas,Rice,Agriculture,Zaid,56,55,46,6.83,28.3,1130.9,58.4,1.45,3.67
Sikkim,Sikkim District 4,Eastern Himalayas,Rice,Agriculture,Zaid,74,22,63,5.92,22.5,360.8,71.7,2.71,1.92
Sikkim,Sikkim District 1,Eastern Himalayas,Rice,Agriculture,Rabi,109,51,50,7.39,18.3,723.9,80.1,3.73,1.83
Sikkim,Sikkim District 5,Eastern Himalayas,Wheat,Agriculture,Rabi,95,21,43,5.54,29.0,1039.2,49.0,0.98,3.48
Sikkim,Sikkim District 1,Eastern Himalayas,Wheat,Agriculture,Kharif,69,43,49,7.2,19.1,822.6,53.0,4.62,5.41
Sikkim,Sikkim District 5,Eastern Himalayas,Wheat,Agriculture,Kharif,59,33,61,7.46,26.8,1758.5,57.6,4.5,2.58
Sikkim,Sikkim District 4,Eastern Himalayas,Wheat,Agriculture,Kharif,55,35,64,7.75,32.2,1241.0,67.7,2.63,3.26
Sikkim,Sikkim District 3,Eastern Himalayas,Wheat,Agriculture,Zaid,88,34,30,6.61,32.9,1085.1,41.0,1.52,3.64
Sikkim,Sikkim District 3,Eastern Himalayas,Maize,Agriculture,Kharif,54,26,87,6.67,25.5,1058.7,58.5,2.92,2.63
Sikkim,Sikkim District 4,Eastern Himalayas,Maize,Agriculture,Zaid,90,55,60,6.56,21.2,336.8,63.4,3.56,1.89
Sikkim,Sikkim District 5,Eastern Himalayas,Maize,Agriculture,Zaid,92,40,56,6.0,22.0,1186.2,47.7,1.87,2.95
Sikkim,Sikkim District 5,Eastern Himalayas,Maize,Agriculture,Kharif,111,30,45,5.92,18.5,1369.9,83.9,1.99,2.03
Sikkim,Sikkim District 2,Eastern Himalayas,Maize,Agriculture,Rabi,116,42,58,7.06,23.4,1221.2,44.1,3.56,4.76
Sikkim,Sikkim District 5,Eastern Himalayas,Sugarcane,Agriculture,Kharif,47,41,82,6.86,30.0,1643.7,48.7,1.68,3.81
Sikkim,Sikkim District 5,Eastern Himalayas,Sugarcane,Agriculture,Zaid,86,54,35,7.92,19.4,890.0,58.9,0.58,3.14
Sikkim,Sikkim District 2,Eastern Himalayas,Sugarcane,Agriculture,Kharif,83,55,48,6.17,34.4,572.1,75.4,4.93,1.59
Sikkim,Sikkim District 2,Eastern Himalayas,Sugarcane,Agriculture,Kharif,63,53,89,7.17,22.0,1820.7,48.3,1.46,2.72
Sikkim,Sikkim District 5,Eastern Himalayas,Sugarcane,Agriculture,Zaid,55,52,74,7.86,32.0,371.4,61.2,2.29,2.9
Sikkim,Sikkim District 4,Eastern Himalayas,Cotton,Agriculture,Zaid,81,38,34,7.3,26.4,370.1,66.3,0.72,4.22
Sikkim,Sikkim District 4,Eastern Himalayas,Cotton,Agriculture,Rabi,97,34,84,7.81,32.1,485.3,44.9,2.43,1.94
Sikkim,Sikkim District 3,Eastern Himalayas,Cotton,Agriculture,Zaid,45,30,42,6.94,24.0,1695.5,75.2,2.95,2.19
Sikkim,Sikkim District 3,Eastern Himalayas,Cotton,Agriculture,Zaid,106,49,35,5.69,30.1,306.1,42.1,0.52,4.4
Sikkim,Sikkim District 4,Eastern Himalayas,Cotton,Agriculture,Rabi,48,40,77,5.63,30.1,1204.6,61.5,1.51,4.68
Sikkim,Sikkim District 5,Eastern Himalayas,Tomato,Horticulture,Rabi,92,33,43,6.56,31.4,1955.6,42.7,4.16,2.85
Sikkim,Sikkim District 4,Eastern Himalayas,Tomato,Horticulture,Kharif,57,49,89,6.95,19.5,1479.8,47.5,4.04,2.63
Sikkim,Sikkim District 4,Eastern Himalayas,Tomato,Horticulture,Zaid,69,49,67,7.35,34.5,1074.3,77.3,4.89,5.43
Sikkim,Sikkim District 2,Eastern Himalayas,Tomato,Horticulture,Rabi,70,21,77,6.95,29.7,481.7,76.9,2.46,1.83
Sikkim,Sikkim District 2,Eastern Himalayas,Tomato,Horticulture,Rabi,77,23,36,7.7,33.1,1928.0,79.0,0.51,3.21
Sikkim,Sikkim District 1,Eastern Himalayas,Potato,Horticulture,Rabi,77,35,89,5.81,34.5,1243.4,48.2,1.09,4.16
Sikkim,Sikkim District 3,Eastern Himalayas,Potato,Horticulture,Rabi,105,48,33,7.54,31.2,1640.6,71.9,1.64,5.38
Sikkim,Sikkim District 5,Eastern Himalayas,Potato,Horticulture,Zaid,74,40,50,6.27,27.7,718.2,62.4,4.14,3.62
Sikkim,Sikkim District 4,Eastern Himalayas,Potato,Horticulture,Rabi,113,43,69,6.76,26.4,592.0,52.5,1.21,2.38
Sikkim,Sikkim District 2,Eastern Himalayas,Potato,Horticulture,Zaid,62,41,72,7.03,20.6,1649.3,75.3,1.57,2.8
Sikkim,Sikkim District 4,Eastern Himalayas,Onion,Horticulture,Kharif,41,47,55,5.89,28.9,1211.7,52.4,2.66,4.86
Sikkim,Sikkim District 5,Eastern Himalayas,Onion,Horticulture,Kharif,77,48,81,7.37,32.4,939.9,53.3,4.5,6.0
Sikkim,Sikkim District 3,Eastern Himalayas,Onion,Horticulture,Kharif,73,41,43,7.33,24.6,1036.0,46.5,4.2,5.69
Sikkim,Sikkim District 3,Eastern Himalayas,Onion,Horticulture,Rabi,95,27,59,7.29,24.7,1451.0,61.4,4.97,4.78
Sikkim,Sikkim District 3,Eastern Himalayas,Onion,Horticulture,Kharif,78,44,39,7.54,25.8,728.0,56.7,0.59,3.86
Sikkim,Sikkim District 5,Eastern Himalayas,Banana,Horticulture,Kharif,53,56,38,5.54,26.8,1483.3,82.4,1.31,1.96
Sikkim,Sikkim District 3,Eastern Himalayas,Banana,Horticulture,Rabi,117,38,80,6.65,33.5,855.5,62.4,4.81,4.81
Sikkim,Sikkim District 1,Eastern Himalayas,Banana,Horticulture,Zaid,46,48,84,6.11,18.8,1742.9,40.4,4.72,4.32
Sikkim,Sikkim District 2,Eastern Himalayas,Banana,Horticulture,Rabi,81,39,45,5.84,28.4,583.1,63.8,3.16,2.84
Sikkim,Sikkim District 3,Eastern Himalayas,Banana,Horticulture,Rabi,107,42,76,7.49,25.3,1070.1,63.1,3.71,2.73
Sikkim,Sikkim District 1,Eastern Himalayas,Mango,Horticulture,Rabi,88,28,44,7.12,26.4,1354.5,64.5,3.83,4.68
Sikkim,Sikkim District 3,Eastern Himalayas,Mango,Horticulture,Rabi,107,30,50,6.53,31.0,1290.3,43.2,4.51,1.64
Sikkim,Sikkim District 5,Eastern Himalayas,Mango,Horticulture,Rabi,54,37,81,6.26,31.5,870.8,40.1,4.82,4.16
Sikkim,Sikkim District 4,Eastern Himalayas,Mango,Horticulture,Rabi,51,30,77,7.34,31.0,1839.1,58.4,4.79,5.39
Sikkim,Sikkim District 3,Eastern Himalayas,Mango,Horticulture,Kharif,94,38,52,6.96,30.7,1166.8,44.7,4.36,2.89
Tamil Nadu,Tamil Nadu District 2,Southern Plateau & Hills,Rice,Agriculture,Zaid,97,50,67,6.8,35.0,1192.2,64.5,2.26,2.9
Tamil Nadu,Tamil Nadu District 2,Southern Plateau & Hills,Rice,Agriculture,Rabi,53,57,63,6.39,33.4,1831.6,83.9,4.56,2.07
Tamil Nadu,Tamil Nadu District 4,Southern Plateau & Hills,Rice,Agriculture,Zaid,72,26,37,6.68,27.4,1200.6,54.5,0.84,5.53
Tamil Nadu,Tamil Nadu District 4,Southern Plateau & Hills,Rice,Agriculture,Zaid,45,23,80,6.98,28.9,1142.4,40.8,2.01,2.33
Tamil Nadu,Tamil Nadu District 4,Southern Plateau & Hills,Rice,Agriculture,Rabi,97,55,37,5.98,21.5,1424.2,81.0,2.32,2.43
Tamil Nadu,Tamil Nadu District 5,Southern Plateau & Hills,Wheat,Agriculture,Zaid,117,33,77,7.17,33.1,735.9,81.9,3.17,5.1
Tamil Nadu,Tamil Nadu District 1,Southern Plateau & Hills,Wheat,Agriculture,Rabi,74,23,43,6.23,28.5,1834.7,83.3,3.44,5.27
Tamil Nadu,Tamil Nadu District 4,Southern Plateau & Hills,Wheat,Agriculture,Rabi,95,34,66,6.26,29.6,1740.9,71.2,4.69,4.73
Tamil Nadu,Tamil Nadu District 4,Southern Plateau & Hills,Wheat,Agriculture,Zaid,82,20,79,7.74,26.1,1906.7,49.7,0.83,5.51
